ObservationIndex,Model,Level,Split,Actual,Predicted,Residual,PeriodKey,Ward,Mesh250m,WardLat,WardLon,MeshLat,MeshLon,Feature,FeatureValue,SHAPValue
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm,0.6892363429069519,0.09152038579486543
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_lag1,0.7036617994308472,0.009831597286392935
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_ma4q,0.8449267148971558,0.01678459632967133
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_growth_qoq,-0.1294303983449936,0.00024427562675555237
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_transaction_count,-0.4396195411682129,-0.0004580239256029017
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_avg_age,-0.6133608818054199,0.0011442795330367517
0,TorchLSTM,MeshSendai,val,285765.78125,239157.93001651764,46607.85123348236,2020-Q1,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_avg_area,-0.13095088303089142,0.0006481056889242609
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm,0.8013529777526855,0.10818240652633904
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_lag1,0.7246256470680237,0.02977406886202516
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_ma4q,0.8748496770858765,0.02147607205552049
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_growth_qoq,-0.10669656097888947,0.00042460058466531336
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_transaction_count,-0.4474717974662781,0.00032482117148902034
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_avg_age,-0.8506212830543518,-0.0019929859072362888
1,TorchLSTM,MeshSendai,val,254545.453125,271937.0126724243,-17391.559547424316,2020-Q2,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_avg_area,-0.28151145577430725,-0.00023792068293460034
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm,0.87543785572052,0.07249996986865881
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_lag1,0.8371078372001648,0.03290792764710204
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_ma4q,0.9282466173171997,0.01774098195892293
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_median_ppsqm_growth_qoq,-0.11402776837348938,0.00010932559598586522
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_transaction_count,-0.46317628026008606,-0.0003101603820141463
2,TorchLSTM,MeshSendai,val,211764.703125,240346.71485424042,-28582.011729240417,2020-Q3,"Taihaku Ward, Sendai City",57402659,38.22467053363363,140.88175177574158,38.21406674295156,140.8705723285675,mesh_avg_age,-0.7522021532058716,0.0010466794046806172
