muni_time,Coef,Municipality,YearParam,PriceLevel,PriceIndex
muni_time_Kita Ward_2018,-0.010282186014415471,Kita Ward,2018-01-01,0.9897704949471149,0.7960756824002096
muni_time_Kita Ward_2019,0.04188931316223839,Kita Ward,2019-01-01,1.0427790504471062,0.838710638895816
muni_time_Kita Ward_2020,-0.0011109971072101625,Kita Ward,2020-01-01,0.9988896198215861,0.8034102246950123
muni_time_Kita Ward_2021,0.007135049107839415,Kita Ward,2021-01-01,1.0071605642184818,0.8100625726266455
muni_time_Kita Ward_2022,0.0008874943014521384,Kita Ward,2022-01-01,1.0008878882410508,0.8050174385933506
muni_time_Kita Ward_2023,0.03009694154740588,Kita Ward,2023-01-01,1.0305544326526588,0.828878338375162
muni_time_Kita Ward_2024,0.01013656596973091,Kita Ward,2024-01-01,1.0101881149839926,0.8124976417198942
muni_time_Kita Ward_2025,-0.0003609091397140385,Kita Ward,2025-01-01,0.9996391559801552,0.804013079106174
muni_time_Koto Ward_2005,0.06247087324786128,Koto Ward,2005-01-01,1.0644634541031384,1.0
muni_time_Koto Ward_2006,-0.10947443304104364,Koto Ward,2006-01-01,0.8963050798643571,0.8420252253935174
muni_time_Koto Ward_2007,-0.054309808529359044,Koto Ward,2007-01-01,0.9471386294174148,0.88978031680329
muni_time_Koto Ward_2008,-0.022697574371487582,Koto Ward,2008-01-01,0.9775580776894888,0.9183575762242852
muni_time_Koto Ward_2009,-0.011142661764968545,Koto Ward,2009-01-01,0.9889191877547246,0.9290306622954346
muni_time_Koto Ward_2010,0.07721385574732846,Koto Ward,2010-01-01,1.0802730742972277,1.014852196318388
muni_time_Koto Ward_2011,0.06366280083353398,Koto Ward,2011-01-01,1.0657329738955554,1.0011926382136687
muni_time_Koto Ward_2012,0.006476707835172065,Koto Ward,2012-01-01,1.006497727061323,0.9455446527371347
muni_time_Koto Ward_2013,0.01012543353128751,Koto Ward,2013-01-01,1.0101768691895832,0.949000987582712
muni_time_Koto Ward_2014,-0.026364188065038464,Koto Ward,2014-01-01,0.9739803130043895,0.9149964794470231
muni_time_Koto Ward_2015,0.0213628144767595,Koto Ward,2015-01-01,1.021592633003926,0.9597254175951648
muni_time_Koto Ward_2016,0.051671040239417085,Koto Ward,2016-01-01,1.053029281270332,0.9892582758114131
muni_time_Koto Ward_2017,0.020415183648897182,Koto Ward,2017-01-01,1.0206249988837472,0.9588163829858047
muni_time_Koto Ward_2018,0.020104400765280948,Koto Ward,2018-01-01,1.0203078553874412,0.9585184455647654
muni_time_Koto Ward_2019,0.03366494764308954,Koto Ward,2019-01-01,1.0342380247820016,0.9716050098247824
muni_time_Koto Ward_2020,0.05103977220755954,Koto Ward,2020-01-01,1.0523647473200435,0.9886339857545522
muni_time_Koto Ward_2021,0.070645161485231,Koto Ward,2021-01-01,1.0732003454801984,1.0082077889507455
muni_time_Koto Ward_2022,0.0734907527265722,Koto Ward,2022-01-01,1.0762585841684682,1.0110808220046106
muni_time_Koto Ward_2023,0.06523144286117974,Koto Ward,2023-01-01,1.0674060393059475,1.0027643834943007
muni_time_Koto Ward_2024,0.08449605708131698,Koto Ward,2024-01-01,1.088168553663425,1.0222695288118269
muni_time_Koto Ward_2025,0.04070268052208081,Koto Ward,2025-01-01,1.0415423886661017,0.9784670245383401
muni_time_Meguro Ward_2005,0.26962669486635693,Meguro Ward,2005-01-01,1.3094755255437183,1.0
muni_time_Meguro Ward_2006,0.043173320443478616,Meguro Ward,2006-01-01,1.0441188463103528,0.7973565186541501
muni_time_Meguro Ward_2007,0.0424041404865276,Meguro Ward,2007-01-01,1.043316039812011,0.7967434438141232
muni_time_Meguro Ward_2008,0.051981185169029755,Meguro Ward,2008-01-01,1.0533559236132664,0.8044105468682919
muni_time_Meguro Ward_2009,0.03389658871613787,Meguro Ward,2009-01-01,1.0344776245373504,0.7899938596468356
muni_time_Meguro Ward_2010,0.04922224049795046,Meguro Ward,2010-01-01,1.050453778171288,0.802194281359417
muni_time_Meguro Ward_2011,0.03544856610177466,Meguro Ward,2011-01-01,1.0360843569002232,0.791220864147134
muni_time_Meguro Ward_2012,0.02888046909928117,Meguro Ward,2012-01-01,1.0293015537798602,0.7860410780510582
muni_time_Meguro Ward_2013,0.05214526270205132,Meguro Ward,2013-01-01,1.0535287698343097,0.8045425433948948
muni_time_Meguro Ward_2014,-0.004986234286194836,Meguro Ward,2014-01-01,0.9950261763439787,0.759866188358752
muni_time_Meguro Ward_2015,0.035389678631064445,Meguro Ward,2015-01-01,1.0360233463094002,0.791174272523516
muni_time_Meguro Ward_2016,0.023775981617281842,Meguro Ward,2016-01-01,1.0240608837298681,0.7820389642675141
muni_time_Meguro Ward_2017,0.03306488318066578,Meguro Ward,2017-01-01,1.0336176014632519,0.7893370905378891
muni_time_Meguro Ward_2018,0.008167933332882044,Meguro Ward,2018-01-01,1.008201381906901,0.7699276254042833
muni_time_Meguro Ward_2019,0.014630637235299336,Meguro Ward,2019-01-01,1.014738188884519,0.7749195529738375
muni_time_Meguro Ward_2020,0.0036127310417982204,Meguro Ward,2020-01-01,1.0036192648204807,0.7664284251542308
muni_time_Meguro Ward_2021,0.05208619032732001,Meguro Ward,2021-01-01,1.0534665372261598,0.8044950185600003
muni_time_Meguro Ward_2022,0.053734302510706905,Meguro Ward,2022-01-01,1.0552041997990504,0.8058220098164189
muni_time_Meguro Ward_2023,0.08340886361789393,Meguro Ward,2023-01-01,1.0869861467937554,0.8300927551451707
muni_time_Meguro Ward_2024,0.05831731566817992,Meguro Ward,2024-01-01,1.0600513132388203,0.8095235783797239
muni_time_Meguro Ward_2025,-0.05845580985569801,Meguro Ward,2025-01-01,0.9432199205031305,0.7203035888062805
muni_time_Minato Ward_2005,0.300129288064406,Minato Ward,2005-01-01,1.3500333394906596,1.0
muni_time_Minato Ward_2006,0.09161101791527626,Minato Ward,2006-01-01,1.0959384387398228,0.8117862031120641
muni_time_Minato Ward_2007,0.09351957698744462,Minato Ward,2007-01-01,1.0980320992915076,0.8133370244810199
muni_time_Minato Ward_2008,-0.027229729342070325,Minato Ward,2008-01-01,0.9731376575696054,0.7208249078772755
muni_time_Minato Ward_2009,-0.013862250347691275,Minato Ward,2009-01-01,0.9862333882127402,0.7305252095365483
muni_time_Minato Ward_2010,-0.023819811856364517,Minato Ward,2010-01-01,0.976461640717469,0.7232870568114032
muni_time_Minato Ward_2011,-0.0584890808732631,Minato Ward,2011-01-01,0.9431885391386355,0.6986409235600667
muni_time_Minato Ward_2012,-0.059457487611981025,Minato Ward,2012-01-01,0.942275591125304,0.6979646824728089
muni_time_Minato Ward_2013,-0.02709102591486987,Minato Ward,2013-01-01,0.9732726444592038,0.7209248956965759
muni_time_Minato Ward_2014,0.0042944422162434475,Minato Ward,2014-01-01,1.0043036765472528,0.7439102777462936
muni_time_Minato Ward_2015,0.03733396721001693,Minato Ward,2015-01-01,1.0380396341567002,0.7688992588496605
muni_time_Minato Ward_2016,0.006131657612358468,Minato Ward,2016-01-01,1.0061504947060849,0.7452782574137652
muni_time_Minato Ward_2017,0.06396473050984708,Minato Ward,2017-01-01,1.066054798889213,0.7896507202491859
muni_time_Minato Ward_2018,0.01735598452167457,Minato Ward,2018-01-01,1.0175074747727906,0.7536906274897446
muni_time_Minato Ward_2019,0.0066479136894679845,Minato Ward,2019-01-01,1.0066700601163243,0.7456631111762919
muni_time_Minato Ward_2020,0.034058740009838884,Minato Ward,2020-01-01,1.0346453800229907,0.7663850586188794
muni_time_Minato Ward_2021,0.0596885452889823,Minato Ward,2021-01-01,1.0615058840464768,0.7862812369114985
muni_time_Minato Ward_2022,0.05970680606681329,Minato Ward,2022-01-01,1.0615252681465754,0.7862955951495743
muni_time_Minato Ward_2023,0.11267157117224486,Minato Ward,2023-01-01,1.1192642739235465,0.8290641728491108
muni_time_Minato Ward_2024,0.20693294141366747,Minato Ward,2024-01-01,1.2299000936537396,0.9110146080672024
muni_time_Minato Ward_2025,0.27549329362033287,Minato Ward,2025-01-01,1.3171802712582112,0.9756649948772056
"muni_time_Miyagino Ward, Sendai City_2005",-0.6034005593027718,"Miyagino Ward, Sendai City",2005-01-01,0.5469485391606155,1.0
"muni_time_Miyagino Ward, Sendai City_2006",-0.11307397209992781,"Miyagino Ward, Sendai City",2006-01-01,0.8930845943296775,1.6328494006040604
"muni_time_Miyagino Ward, Sendai City_2007",-0.2414451710706348,"Miyagino Ward, Sendai City",2007-01-01,0.7854918702866021,1.4361348720156955
"muni_time_Miyagino Ward, Sendai City_2008",-0.1472810010416981,"Miyagino Ward, Sendai City",2008-01-01,0.863051424989712,1.577938989130878
"muni_time_Miyagino Ward, Sendai City_2009",-0.14779446400850071,"Miyagino Ward, Sendai City",2009-01-01,0.8626083937943231,1.577128983867734
"muni_time_Miyagino Ward, Sendai City_2010",-0.1557207748940722,"Miyagino Ward, Sendai City",2010-01-01,0.855798117332228,1.5646775812686038
"muni_time_Miyagino Ward, Sendai City_2011",-0.06094013856530839,"Miyagino Ward, Sendai City",2011-01-01,0.9408795604906365,1.7202341593865018
"muni_time_Miyagino Ward, Sendai City_2012",-0.0023455963906277577,"Miyagino Ward, Sendai City",2012-01-01,0.9976571523710043,1.8240420824636938
"muni_time_Miyagino Ward, Sendai City_2013",-0.07977492754999863,"Miyagino Ward, Sendai City",2013-01-01,0.9233241378275405,1.688137131227257
"muni_time_Miyagino Ward, Sendai City_2014",0.05432474701316134,"Miyagino Ward, Sendai City",2014-01-01,1.0558274232891245,1.9303962762373756
"muni_time_Miyagino Ward, Sendai City_2015",-0.02121321022217712,"Miyagino Ward, Sendai City",2015-01-01,0.979010207331843,1.7899493960333066
"muni_time_Miyagino Ward, Sendai City_2016",-0.02269081336001391,"Miyagino Ward, Sendai City",2016-01-01,0.977564686993211,1.7873065142352302
"muni_time_Miyagino Ward, Sendai City_2017",0.03090704451891929,"Miyagino Ward, Sendai City",2017-01-01,1.0313896261115325,1.8857160267661988
"muni_time_Miyagino Ward, Sendai City_2018",0.09179892232037057,"Miyagino Ward, Sendai City",2018-01-01,1.0961443897491192,2.0041088169489165
"muni_time_Miyagino Ward, Sendai City_2019",0.10843558467910469,"Miyagino Ward, Sendai City",2019-01-01,1.1145331132178704,2.037729390279219
"muni_time_Miyagino Ward, Sendai City_2020",0.08279343860088434,"Miyagino Ward, Sendai City",2020-01-01,1.0863173941305426,1.9861418695763944
"muni_time_Miyagino Ward, Sendai City_2021",0.07341246288140729,"Miyagino Ward, Sendai City",2021-01-01,1.076174327348826,1.9675970412141452
"muni_time_Miyagino Ward, Sendai City_2022",0.01563003377796912,"Miyagino Ward, Sendai City",2022-01-01,1.0157528216479925,1.8571268573215975
"muni_time_Miyagino Ward, Sendai City_2023",-0.006239250026595394,"Miyagino Ward, Sendai City",2023-01-01,0.9937801736764104,1.8169537031793397
"muni_time_Miyagino Ward, Sendai City_2024",0.029778957332940503,"Miyagino Ward, Sendai City",2024-01-01,1.030226784707126,1.8835899740918631
"muni_time_Miyagino Ward, Sendai City_2025",0.2127280683062041,"Miyagino Ward, Sendai City",2025-01-01,1.2370482128857105,2.2617268797978127
muni_time_Nakano Ward_2005,0.3182059815098677,Nakano Ward,2005-01-01,1.374659386483258,1.0
muni_time_Nakano Ward_2006,0.047337609606557945,Nakano Ward,2006-01-01,1.0484759248780908,0.7627168847698115
muni_time_Nakano Ward_2007,0.03718237762528794,Nakano Ward,2007-01-01,1.0378822900857887,0.7550105140888507
muni_time_Nakano Ward_2008,0.028917631915161307,Nakano Ward,2008-01-01,1.0293398062347685,0.7487962591723116
muni_time_Nakano Ward_2009,0.0239186208879412,Nakano Ward,2009-01-01,1.0242069654456811,0.7450623590952762
muni_time_Nakano Ward_2010,-0.0387496466894294,Nakano Ward,2010-01-01,0.9619915167625793,0.6998035485893039
muni_time_Nakano Ward_2011,-0.0019433890997339349,Nakano Ward,2011-01-01,0.9980584980581706,0.7260405798497241
muni_time_Nakano Ward_2012,0.01654694061096351,Nakano Ward,2012-01-01,1.0166845994622369,0.7395901919116014
muni_time_Nakano Ward_2013,0.0007671017883544504,Nakano Ward,2013-01-01,1.0007673960861787,0.7280111756603258
muni_time_Nakano Ward_2014,0.006513201683108127,Nakano Ward,2014-01-01,1.0065344587065577,0.7322064422675197
muni_time_Nakano Ward_2015,0.0003659318326491561,Nakano Ward,2015-01-01,1.0003659987938698,0.7277191780234887
muni_time_Nakano Ward_2016,0.051551111899837146,Nakano Ward,2016-01-01,1.0529030007895557,0.7659373741179333
muni_time_Nakano Ward_2017,0.05493547443011068,Nakano Ward,2017-01-01,1.0564724429896533,0.7685339753088866
muni_time_Nakano Ward_2018,0.028857763222368774,Nakano Ward,2018-01-01,1.029278182850804,0.7487514310610206
muni_time_Nakano Ward_2019,-0.002800024716089972,Nakano Ward,2019-01-01,0.9972038916969116,0.7254188939472656
muni_time_Nakano Ward_2020,-0.014452451560511097,Nakano Ward,2020-01-01,0.985651483808128,0.7170150609669825
muni_time_Nakano Ward_2021,0.011515836845723593,Nakano Ward,2021-01-01,1.0115823993571393,0.735878581489946
muni_time_Nakano Ward_2022,0.023008884184837437,Nakano Ward,2022-01-01,1.0232756304766755,0.7443848567422109
muni_time_Nakano Ward_2023,0.016670900826582097,Nakano Ward,2023-01-01,1.0168106357159816,0.7396818773538164
muni_time_Nakano Ward_2024,-0.009668510048957902,Nakano Ward,2024-01-01,0.9903780797222018,0.7204534370189336
muni_time_Nakano Ward_2025,0.011027807765812934,Nakano Ward,2025-01-01,1.011088838175428,0.735519538961619
muni_time_Nerima Ward_2005,0.2855278424951342,Nerima Ward,2005-01-01,1.3304641183085488,1.0
muni_time_Nerima Ward_2006,0.07501393242269143,Nerima Ward,2006-01-01,1.07789916852685,0.8101677855823795
muni_time_Nerima Ward_2007,0.07819496314342045,Nerima Ward,2007-01-01,1.081333458290451,0.812749057573365
muni_time_Nerima Ward_2008,0.05536139646769598,Nerima Ward,2008-01-01,1.0569225137259426,0.7944013665469113
muni_time_Nerima Ward_2009,0.11307207208400406,Nerima Ward,2009-01-01,1.1197126300632807,0.8415955114120616
muni_time_Nerima Ward_2010,0.085403465228529,Nerima Ward,2010-01-01,1.0891564148033994,0.8186289279173273
muni_time_Nerima Ward_2011,0.070817769209007,Nerima Ward,2011-01-01,1.0733856041370649,0.8067753119878843
muni_time_Nerima Ward_2012,0.05304719332066473,Nerima Ward,2012-01-01,1.0544794083299527,0.7925650859870899
muni_time_Nerima Ward_2013,0.0653063982860308,Nerima Ward,2013-01-01,1.067486050177699,0.8023411044972937
muni_time_Nerima Ward_2014,0.005044457539507799,Nerima Ward,2014-01-01,1.0050572022364577,0.7554184952497713
muni_time_Nerima Ward_2015,-0.007215558931784898,Nerima Ward,2015-01-01,0.9928104107141872,0.7462135934762157
muni_time_Nerima Ward_2016,-0.0108487014603109,Nerima Ward,2016-01-01,0.989209933472195,0.7435074120824855
muni_time_Nerima Ward_2017,-0.04098624321392107,Nerima Ward,2017-01-01,0.9598423342026358,0.7214342130646157
muni_time_Nerima Ward_2018,-0.047955883252630005,Nerima Ward,2018-01-01,0.9531758371675488,0.7164235578027796
muni_time_Nerima Ward_2019,-0.05210367892493549,Nerima Ward,2019-01-01,0.9492304465487084,0.7134581335086947
muni_time_Nerima Ward_2020,-0.06425287738779815,Nerima Ward,2020-01-01,0.937767829265469,0.7048426307487915
muni_time_Nerima Ward_2021,-0.08590101050923635,Nerima Ward,2021-01-01,0.9176850679016914,0.6897480775869149
muni_time_Nerima Ward_2022,-0.057735876905606845,Nerima Ward,2022-01-01,0.9438992200988238,0.7094510908710756
muni_time_Nerima Ward_2023,-0.05147308681894539,Nerima Ward,2023-01-01,0.9498292125437809,0.7139081764574919
muni_time_Nerima Ward_2024,-0.08960429204161184,Nerima Ward,2024-01-01,0.9142929066779588,0.6871984701401204
muni_time_Nerima Ward_2025,-0.08258092241851529,Nerima Ward,2025-01-01,0.9207369265831136,0.6920419077168866
muni_time_Ota Ward_2005,0.27738304324338886,Ota Ward,2005-01-01,1.3196717655880947,1.0
muni_time_Ota Ward_2006,0.10381114209194975,Ota Ward,2006-01-01,1.1093909178818813,0.8406567048037854
muni_time_Ota Ward_2007,0.060636743645021765,Ota Ward,2007-01-01,1.062512879520935,0.8051342062679048
muni_time_Ota Ward_2008,0.07753642021834552,Ota Ward,2008-01-01,1.0806215882160746,0.8188563371547996
muni_time_Ota Ward_2009,0.07243270941148243,Ota Ward,2009-01-01,1.0751204581676577,0.8146877778267417
muni_time_Ota Ward_2010,0.04589232040653028,Ota Ward,2010-01-01,1.0469616684801737,0.7933500555068773
muni_time_Ota Ward_2011,0.060682438431898224,Ota Ward,2011-01-01,1.0625614319298058,0.8051709975444454
muni_time_Ota Ward_2012,0.04059582002001451,Ota Ward,2012-01-01,1.041431094870087,0.7891591849023053
muni_time_Ota Ward_2013,0.039843356668514275,Ota Ward,2013-01-01,1.040647750893862,0.7885655948925382
muni_time_Ota Ward_2014,-0.005774502826394379,Ota Ward,2014-01-01,0.9942421375696399,0.7534010831296134
muni_time_Ota Ward_2015,-0.0008497795457278043,Ota Ward,2015-01-01,0.9991505814146575,0.7571205260797551
muni_time_Ota Ward_2016,0.02107441338220956,Ota Ward,2016-01-01,1.0212980470518809,0.7739030823295311
muni_time_Ota Ward_2017,0.006906017573882717,Ota Ward,2017-01-01,1.0069299191030288,0.7630154295635047
muni_time_Ota Ward_2018,-0.018883406699330054,Ota Ward,2018-01-01,0.9812937678525333,0.7435892723030506
muni_time_Ota Ward_2019,-0.01627508481700715,Ota Ward,2019-01-01,0.9838566388033942,0.7455313241205485
muni_time_Ota Ward_2020,0.0015888462202223019,Ota Ward,2020-01-01,1.001590109105133,0.758969112792064
muni_time_Ota Ward_2021,-0.0016799848348171926,Ota Ward,2021-01-01,0.9983214255497866,0.756492221461522
muni_time_Ota Ward_2022,-0.021638967872056908,Ota Ward,2022-01-01,0.9785934749665524,0.7415430870648769
muni_time_Ota Ward_2023,-0.04794439649568411,Ota Ward,2023-01-01,0.953186786129601,0.7222908082032243
muni_time_Ota Ward_2024,-0.07542245457884456,Ota Ward,2024-01-01,0.9273516396193061,0.7027138594618971
muni_time_Ota Ward_2025,-0.07790966271531408,Ota Ward,2025-01-01,0.9250479890926143,0.7009682355978712
muni_time_Setagaya Ward_2005,0.32923126794736135,Setagaya Ward,2005-01-01,1.389899257569527,1.0
muni_time_Setagaya Ward_2006,0.08167506219321753,Setagaya Ward,2006-01-01,1.0851031614968345,0.7807063393891728
muni_time_Setagaya Ward_2007,0.06107595575102881,Setagaya Ward,2007-01-01,1.0629796505386464,0.7647889908204177
muni_time_Setagaya Ward_2008,0.0801430281976098,Setagaya Ward,2008-01-01,1.0834420193527075,0.7795111864778519
muni_time_Setagaya Ward_2009,0.04570205619791942,Setagaya Ward,2009-01-01,1.0467624880959245,0.753121121833222
muni_time_Setagaya Ward_2010,0.07568228632358934,Setagaya Ward,2010-01-01,1.0786198274416816,0.7760417322100237
muni_time_Setagaya Ward_2011,0.07265434197789121,Setagaya Ward,2011-01-01,1.075358766281444,0.7736954749957129
muni_time_Setagaya Ward_2012,0.0457187857688097,Setagaya Ward,2012-01-01,1.0467800001296583,0.7531337213318103
muni_time_Setagaya Ward_2013,0.03198355228272927,Setagaya Ward,2013-01-01,1.0325005228887754,0.7428599715164079
muni_time_Setagaya Ward_2014,0.031642004532397655,Setagaya Ward,2014-01-01,1.0321479348742157,0.7426062926885078
muni_time_Setagaya Ward_2015,-0.0050357340200274945,Setagaya Ward,2015-01-01,0.9949769240320915,0.7158626199800813
muni_time_Setagaya Ward_2016,0.0018746808573560075,Setagaya Ward,2016-01-01,1.0018764391701012,0.7208266597120505
muni_time_Setagaya Ward_2017,-0.01582698505033585,Setagaya Ward,2017-01-01,0.9842976035243958,0.7081790987107986
muni_time_Setagaya Ward_2018,-0.026951873361375143,Setagaya Ward,2018-01-01,0.9734080872563139,0.700344346509316
muni_time_Setagaya Ward_2019,-0.0358228763973377,Setagaya Ward,2019-01-01,0.9648111691797907,0.6941590650727633
muni_time_Setagaya Ward_2020,-0.03488060055962102,Setagaya Ward,2020-01-01,0.9657207158871132,0.6948134626504071
muni_time_Setagaya Ward_2021,-0.023672221803155476,Setagaya Ward,2021-01-01,0.9766057673785482,0.702645002549543
muni_time_Setagaya Ward_2022,-0.00723332869649251,Setagaya Ward,2022-01-01,0.9927927688635357,0.7142911714332455
muni_time_Setagaya Ward_2023,0.00040007904827085976,Setagaya Ward,2023-01-01,1.0004001590905673,0.7197645107314724
muni_time_Setagaya Ward_2024,0.0020122255821229274,Setagaya Ward,2024-01-01,1.0020142514666373,0.720925812435376
muni_time_Setagaya Ward_2025,-0.028367040824682666,Setagaya Ward,2025-01-01,0.9720315260647495,0.699353942935771
muni_time_Shibuya Ward_2005,0.36498261741692756,Shibuya Ward,2005-01-01,1.440488968512431,1.0
muni_time_Shibuya Ward_2006,0.09747948430976584,Shibuya Ward,2006-01-01,1.1023888250636777,0.7652879328899661
muni_time_Shibuya Ward_2007,0.10883775877275123,Shibuya Ward,2007-01-01,1.114981439709125,0.7740298357581648
muni_time_Shibuya Ward_2008,0.04077849020813851,Shibuya Ward,2008-01-01,1.0416213506606065,0.7231026223937498
muni_time_Shibuya Ward_2009,-0.007432272456241288,Shibuya Ward,2009-01-01,0.9925952785828275,0.6890682957522849
muni_time_Shibuya Ward_2010,-0.021292760061497037,Shibuya Ward,2010-01-01,0.97893233032475,0.6795833579591222
muni_time_Shibuya Ward_2011,-0.0659210685137116,Shibuya Ward,2011-01-01,0.9362047574083062,0.649921504345229
muni_time_Shibuya Ward_2012,-0.03027379469938292,Shibuya Ward,2012-01-01,0.9701798670760784,0.6735073216686741
muni_time_Shibuya Ward_2013,-0.02084276723136686,Shibuya Ward,2013-01-01,0.9793729419831873,0.6798892344136238
muni_time_Shibuya Ward_2014,-0.020908302971522602,Shibuya Ward,2014-01-01,0.9793087601556706,0.6798446788294301
muni_time_Shibuya Ward_2015,0.04801466258168569,Shibuya Ward,2015-01-01,1.0491860389876884,0.7283540949787108
muni_time_Shibuya Ward_2016,0.020986242067644673,Shibuya Ward,2016-01-01,1.0212080018302707,0.7089314976739151
muni_time_Shibuya Ward_2017,0.03452516647243632,Shibuya Ward,2017-01-01,1.0351280785705745,0.7185949363010632
muni_time_Shibuya Ward_2018,-0.0067579855217548,Shibuya Ward,2018-01-01,0.9932647983092436,0.6895330821831782
muni_time_Shibuya Ward_2019,-0.005596915948394316,Shibuya Ward,2019-01-01,0.9944187176055115,0.6903341430184163
muni_time_Shibuya Ward_2020,0.048915835558100716,Shibuya Ward,2020-01-01,1.0501319632499309,0.7290107638480458
muni_time_Shibuya Ward_2021,0.03508992320912657,Shibuya Ward,2021-01-01,1.0357128392345043,0.7190008822518563
muni_time_Shibuya Ward_2022,0.05829903189217362,Shibuya Ward,2022-01-01,1.0600319316752385,0.7358834082359658
muni_time_Shibuya Ward_2023,0.11788191295434282,Shibuya Ward,2023-01-01,1.1251112424597907,0.7810620331384241
muni_time_Shibuya Ward_2024,0.13497957971733537,Shibuya Ward,2024-01-01,1.1445134128252854,0.7945311889525996
muni_time_Shibuya Ward_2025,0.15853228063732816,Shibuya Ward,2025-01-01,1.171789749734617,0.8134666598278117
muni_time_Shinagawa Ward_2005,0.23175949926657996,Shinagawa Ward,2005-01-01,1.2608164650776548,1.0
muni_time_Shinagawa Ward_2006,0.02113128769846489,Shinagawa Ward,2006-01-01,1.0213561343318214,0.8100751874848932
muni_time_Shinagawa Ward_2007,0.014864263943709922,Shinagawa Ward,2007-01-01,1.0149752865225785,0.8050143019508119
muni_time_Shinagawa Ward_2008,-0.02064190057883479,Shinagawa Ward,2008-01-01,0.9795696851065286,0.7769328147584083
muni_time_Shinagawa Ward_2009,0.03531692666885447,Shinagawa Ward,2009-01-01,1.0359479763197512,0.8216485150802233
muni_time_Shinagawa Ward_2010,0.09084840901921408,Shinagawa Ward,2010-01-01,1.0951029849396432,0.8685665323003177
muni_time_Shinagawa Ward_2011,-0.012434307271883924,Shinagawa Ward,2011-01-01,0.9876426793048324,0.7833358039498657
muni_time_Shinagawa Ward_2012,0.0004580177548603997,Shinagawa Ward,2012-01-01,1.0004581226610079,0.7935002043294135
muni_time_Shinagawa Ward_2013,0.017848957503470857,Shinagawa Ward,2013-01-01,1.018009202125483,0.8074206122163727
muni_time_Shinagawa Ward_2014,0.03482617711051775,Shinagawa Ward,2014-01-01,1.0354397100338408,0.8212453903590696
muni_time_Shinagawa Ward_2015,0.004793670153277398,Shinagawa Ward,2015-01-01,1.004805178171246,0.7969480142451654
muni_time_Shinagawa Ward_2016,0.02808723741166635,Shinagawa Ward,2016-01-01,1.0284854029124504,0.8157296731123392
muni_time_Shinagawa Ward_2017,0.013543204322769262,Shinagawa Ward,2017-01-01,1.0136353289321085,0.803951532207884
muni_time_Shinagawa Ward_2018,0.00815283228137357,Shinagawa Ward,2018-01-01,1.0081861571208572,0.7996295932404105
muni_time_Shinagawa Ward_2019,0.02440711603498243,Shinagawa Ward,2019-01-01,1.0247074077997462,0.8127332059679547
muni_time_Shinagawa Ward_2020,0.03736980134946794,Shinagawa Ward,2020-01-01,1.03807683208018,0.8233369890329312
muni_time_Shinagawa Ward_2021,0.06127234609465707,Shinagawa Ward,2021-01-01,1.0631884299779473,0.8432539226971981
muni_time_Shinagawa Ward_2022,0.055175497786859415,Shinagawa Ward,2022-01-01,1.056726051486496,0.8381283721746221
muni_time_Shinagawa Ward_2023,0.026913296150397715,Shinagawa Ward,2023-01-01,1.027278729881569,0.8147726162652057
muni_time_Shinagawa Ward_2024,0.04323022985023991,Shinagawa Ward,2024-01-01,1.0441782681853005,0.8281762628480496
muni_time_Shinagawa Ward_2025,0.06457320485361101,Shinagawa Ward,2025-01-01,1.0667036632720286,0.8460419837603639
muni_time_Shinjuku Ward_2005,0.32998113078548674,Shinjuku Ward,2005-01-01,1.3909418822354067,1.0
muni_time_Shinjuku Ward_2006,0.027968647463849187,Shinjuku Ward,2006-01-01,1.0283634421139936,0.7393288355522755
muni_time_Shinjuku Ward_2007,0.028388212860386713,Shinjuku Ward,2007-01-01,1.028794998356071,0.7396390974313584
muni_time_Shinjuku Ward_2008,0.03821499627609134,Shinjuku Ward,2008-01-01,1.038954580233991,0.7469431997865138
muni_time_Shinjuku Ward_2009,-0.006238735556587204,Shinjuku Ward,2009-01-01,0.993780684946636,0.7144660015194264
muni_time_Shinjuku Ward_2010,0.004907578830309637,Shinjuku Ward,2010-01-01,1.0049196407187815,0.7224742122968918
muni_time_Shinjuku Ward_2011,0.0014407823666661226,Shinjuku Ward,2011-01-01,1.0014418207922353,0.719973877832193
muni_time_Shinjuku Ward_2012,0.0016068950425599717,Shinjuku Ward,2012-01-01,1.0016081867902071,0.7200934845534346
muni_time_Shinjuku Ward_2013,0.00759869290832689,Shinjuku Ward,2013-01-01,1.0076276362393337,0.7244210912823748
muni_time_Shinjuku Ward_2014,-0.004873775603113001,Shinjuku Ward,2014-01-01,0.995138081969664,0.7154418848689497
muni_time_Shinjuku Ward_2015,0.03259973110999369,Shinjuku Ward,2015-01-01,1.0331369238983974,0.7427606696535913
muni_time_Shinjuku Ward_2016,0.011007745348616333,Shinjuku Ward,2016-01-01,1.0110685534928143,0.7268948950389708
muni_time_Shinjuku Ward_2017,0.028523612545260466,Shinjuku Ward,2017-01-01,1.0289343063055616,0.7397392511123063
muni_time_Shinjuku Ward_2018,0.03811247369019258,Shinjuku Ward,2018-01-01,1.0388480693837712,0.7468666251635334
muni_time_Shinjuku Ward_2019,0.027136700875863423,Shinjuku Ward,2019-01-01,1.027508254441676,0.7387140092369279
muni_time_Shinjuku Ward_2020,0.053870581809974866,Shinjuku Ward,2020-01-01,1.05534801208708,0.7587290494057249
