muni_time,Coef,Municipality,YearParam,PriceLevel,PriceIndex
muni_time_Shinjuku Ward_2021,0.045691711518577954,Shinjuku Ward,2021-01-01,1.0467516597296465,0.7525488110598797
muni_time_Shinjuku Ward_2022,0.04737035359891083,Shinjuku Ward,2022-01-01,1.048510256727835,0.7538131320359382
muni_time_Shinjuku Ward_2023,0.042521992358586544,Shinjuku Ward,2023-01-01,1.0434390038060781,0.750167219157388
muni_time_Shinjuku Ward_2024,0.07107240893196037,Shinjuku Ward,2024-01-01,1.073658965552785,0.7718934768340494
muni_time_Shinjuku Ward_2025,0.016476371907803745,Shinjuku Ward,2025-01-01,1.0166128558799858,0.7308809008225202
muni_time_Suginami Ward_2005,0.3401200748498394,Suginami Ward,2005-01-01,1.4051162995632143,1.0
muni_time_Suginami Ward_2006,0.07104916777723717,Suginami Ward,2006-01-01,1.0736340127686135,0.7640890744078314
muni_time_Suginami Ward_2007,0.0649167926088261,Suginami Ward,2007-01-01,1.0670702325599253,0.7594177313946384
muni_time_Suginami Ward_2008,0.04591904576358507,Suginami Ward,2008-01-01,1.0469896492784834,0.7451266842495131
muni_time_Suginami Ward_2009,0.059674375386319034,Suginami Ward,2009-01-01,1.0614908427179908,0.7554469641039387
muni_time_Suginami Ward_2010,0.03636740931960229,Suginami Ward,2010-01-01,1.0370367934875977,0.7380433874476899
muni_time_Suginami Ward_2011,0.06269055128035753,Suginami Ward,2011-01-01,1.0646973190269526,0.7577289647539622
muni_time_Suginami Ward_2012,0.05736588381522165,Suginami Ward,2012-01-01,1.0590432262926954,0.7537050325456356
muni_time_Suginami Ward_2013,0.01892024526404623,Suginami Ward,2013-01-01,1.019100367295462,0.7252783044451574
muni_time_Suginami Ward_2014,0.002411752782680826,Suginami Ward,2014-01-01,1.0024146633978477,0.7134033415664256
muni_time_Suginami Ward_2015,0.016642700537065055,Suginami Ward,2015-01-01,1.016781961765979,0.7236283303254325
muni_time_Suginami Ward_2016,0.0012142922508928903,Suginami Ward,2016-01-01,1.0012150298022322,0.7125495804962647
muni_time_Suginami Ward_2017,-0.0006373812081744224,Suginami Ward,2017-01-01,0.9993628218760782,0.7112313921536131
muni_time_Suginami Ward_2018,-0.03562570266328967,Suginami Ward,2018-01-01,0.965001423356616,0.6867769049840148
muni_time_Suginami Ward_2019,-0.026031072277058732,Suginami Ward,2019-01-01,0.9743048152692457,0.6933979881751511
muni_time_Suginami Ward_2020,-0.04481127130606665,Suginami Ward,2020-01-01,0.9561779230159286,0.680497353360117
muni_time_Suginami Ward_2021,-0.022870607213312008,Suginami Ward,2021-01-01,0.9773889426706363,0.695592914959752
muni_time_Suginami Ward_2022,0.0014498896002771008,Suginami Ward,2022-01-01,1.0014509411983759,0.7127174750657157
muni_time_Suginami Ward_2023,-0.024637655179984223,Suginami Ward,2023-01-01,0.975663374556657,0.6943648542543742
muni_time_Suginami Ward_2024,-0.019097707831715004,Suginami Ward,2024-01-01,0.9810834980182168,0.6982222740731072
muni_time_Suginami Ward_2025,-0.035557186309051955,Suginami Ward,2025-01-01,0.9650675440011255,0.6868239620457897
muni_time_Sumida Ward_2005,0.2066931777287085,Sumida Ward,2005-01-01,1.2296052436237312,1.0
muni_time_Sumida Ward_2006,0.0076230117771708406,Sumida Ward,2006-01-01,1.0076521409016246,0.8194923908522092
muni_time_Sumida Ward_2007,0.009735009255000093,Sumida Ward,2007-01-01,1.0097825485976821,0.8212249856887268
muni_time_Sumida Ward_2008,0.038777797989003805,Sumida Ward,2008-01-01,1.0395394702244907,0.8454253717728922
muni_time_Sumida Ward_2009,0.04594657739860054,Sumida Ward,2009-01-01,1.0470184750121803,0.8515078155705849
muni_time_Sumida Ward_2010,0.01648465564112426,Sumida Ward,2010-01-01,1.0166212772646543,0.8267867126758516
muni_time_Sumida Ward_2011,-0.021619982732637252,Sumida Ward,2011-01-01,0.9786120538764709,0.7958749842286243
muni_time_Sumida Ward_2012,-0.01602445201017008,Sumida Ward,2012-01-01,0.9841032564582494,0.8003408098342435
muni_time_Sumida Ward_2013,-0.006611775429055377,Sumida Ward,2013-01-01,0.993410034264702,0.8079097250244756
muni_time_Sumida Ward_2014,-0.051560056909211574,Sumida Ward,2014-01-01,0.9497466094034819,0.7723996090033849
muni_time_Sumida Ward_2015,-0.019295953867222156,Sumida Ward,2015-01-01,0.9808890213819812,0.7977267716354509
muni_time_Sumida Ward_2016,-0.0056331751201843085,Sumida Ward,2016-01-01,0.9943826614600856,0.8087007327079799
muni_time_Sumida Ward_2017,0.020342521591034383,Sumida Ward,2017-01-01,1.020550840865292,0.8299825054890448
muni_time_Sumida Ward_2018,0.05564819428778618,Sumida Ward,2018-01-01,1.0572256802705575,0.8598090206209927
muni_time_Sumida Ward_2019,0.07468675629124616,Sumida Ward,2019-01-01,1.0775465633319503,0.8763353677285455
muni_time_Sumida Ward_2020,0.05949500195024557,Sumida Ward,2020-01-01,1.0613004565337942,0.8631229104115308
muni_time_Sumida Ward_2021,0.053111270953611706,Sumida Ward,2021-01-01,1.0545469790392923,0.8576305155721927
muni_time_Sumida Ward_2022,0.020475090544569786,Sumida Ward,2022-01-01,1.0206861431905407,0.8300925426948477
muni_time_Sumida Ward_2023,0.0059298079444452065,Sumida Ward,2023-01-01,1.0059474240584185,0.8181059972498347
muni_time_Sumida Ward_2024,0.019308451472886366,Sumida Ward,2024-01-01,1.0194960651866969,0.8291246889791816
muni_time_Sumida Ward_2025,0.02086430536085182,Sumida Ward,2025-01-01,1.021083486681215,0.8304156898941093
"muni_time_Taihaku Ward, Sendai City_2005",-0.9259740097897884,"Taihaku Ward, Sendai City",2005-01-01,0.39614538162350293,1.0
"muni_time_Taihaku Ward, Sendai City_2006",-0.164971645030315,"Taihaku Ward, Sendai City",2006-01-01,0.8479177464290497,2.140420627785866
"muni_time_Taihaku Ward, Sendai City_2007",-0.1851646443909341,"Taihaku Ward, Sendai City",2007-01-01,0.830967458457584,2.097632578857972
"muni_time_Taihaku Ward, Sendai City_2008",-0.1112064572688134,"Taihaku Ward, Sendai City",2008-01-01,0.8947540013910641,2.2586505936889587
"muni_time_Taihaku Ward, Sendai City_2009",-0.025801382623562942,"Taihaku Ward, Sendai City",2009-01-01,0.9745286287074958,2.460027742122434
"muni_time_Taihaku Ward, Sendai City_2010",-0.02705102547283994,"Taihaku Ward, Sendai City",2010-01-01,0.9733115765738435,2.4569555060441925
"muni_time_Taihaku Ward, Sendai City_2011",-0.01238500203985134,"Taihaku Ward, Sendai City",2011-01-01,0.9876913764568032,2.493254805619585
"muni_time_Taihaku Ward, Sendai City_2012",0.003995389470605598,"Taihaku Ward, Sendai City",2012-01-01,1.0040033816795675,2.534431620949133
"muni_time_Taihaku Ward, Sendai City_2013",0.13159825329893127,"Taihaku Ward, Sendai City",2013-01-01,1.140649974839753,2.8793721389987783
"muni_time_Taihaku Ward, Sendai City_2014",0.09875038836965248,"Taihaku Ward, Sendai City",2014-01-01,1.1037907461619343,2.786327437766215
"muni_time_Taihaku Ward, Sendai City_2015",0.1289422790161832,"Taihaku Ward, Sendai City",2015-01-01,1.1376244574676775,2.871734747494487
"muni_time_Taihaku Ward, Sendai City_2016",0.04800890364857765,"Taihaku Ward, Sendai City",2016-01-01,1.04917999681287,2.6484721152448323
"muni_time_Taihaku Ward, Sendai City_2017",-0.01969174657641312,"Taihaku Ward, Sendai City",2017-01-01,0.9805008694777066,2.475103623471183
"muni_time_Taihaku Ward, Sendai City_2018",0.067792505593824,"Taihaku Ward, Sendai City",2018-01-01,1.0701432367048225,2.70139016216498
"muni_time_Taihaku Ward, Sendai City_2019",0.12730302462504559,"Taihaku Ward, Sendai City",2019-01-01,1.1357611292320586,2.8670310999901734
"muni_time_Taihaku Ward, Sendai City_2020",-0.013114647869926652,"Taihaku Ward, Sendai City",2020-01-01,0.9869709744137043,2.491436276169244
"muni_time_Taihaku Ward, Sendai City_2021",0.048078839748027444,"Taihaku Ward, Sendai City",2021-01-01,1.0492533749353279,2.64865734553114
"muni_time_Taihaku Ward, Sendai City_2022",-0.05840437545984767,"Taihaku Ward, Sendai City",2022-01-01,0.9432684356975597,2.381116830977076
"muni_time_Taihaku Ward, Sendai City_2023",-0.01749875040608547,"Taihaku Ward, Sendai City",2023-01-01,0.9826534635820942,2.4805374722656977
"muni_time_Taihaku Ward, Sendai City_2024",-0.11214829127424766,"Taihaku Ward, Sendai City",2024-01-01,0.8939116883678444,2.256524321208468
"muni_time_Taihaku Ward, Sendai City_2025",-0.1202795533563544,"Taihaku Ward, Sendai City",2025-01-01,0.8866725297854758,2.2382503265636213
muni_time_Taito Ward_2005,0.27810574046125325,Taito Ward,2005-01-01,1.320625833411135,1.0
muni_time_Taito Ward_2006,0.012596000828949423,Taito Ward,2006-01-01,1.01267566457755,0.7668149743533645
muni_time_Taito Ward_2007,0.03283690869638454,Taito Ward,2007-01-01,1.0333819898813492,0.7824941506801787
muni_time_Taito Ward_2008,0.009816988398464689,Taito Ward,2008-01-01,1.0098653330993566,0.7646869442883047
muni_time_Taito Ward_2009,0.01855696651884025,Taito Ward,2009-01-01,1.0187302170307244,0.771399582877594
muni_time_Taito Ward_2010,-0.04818341578568559,Taito Ward,2010-01-01,0.9529589833264581,0.7215965031253365
muni_time_Taito Ward_2011,-0.032535916952079066,Taito Ward,2011-01-01,0.9679876820397443,0.7329764855041966
muni_time_Taito Ward_2012,-0.0032185517679428934,Taito Ward,2012-01-01,0.9967866222173969,0.7547835253553449
muni_time_Taito Ward_2013,-0.016267861132781128,Taito Ward,2013-01-01,0.9838637458987463,0.7449981069637698
muni_time_Taito Ward_2014,-0.03704313608533703,Taito Ward,2014-01-01,0.9636345670295955,0.7296802339089171
muni_time_Taito Ward_2015,0.005020464371949645,Taito Ward,2015-01-01,1.0050330880198883,0.7610278873796672
muni_time_Taito Ward_2016,0.02556061072491392,Taito Ward,2016-01-01,1.02589008432779,0.7768211543143513
muni_time_Taito Ward_2017,0.07253965974169878,Taito Ward,2017-01-01,1.0752354488047149,0.8141862907735309
muni_time_Taito Ward_2018,0.0689819235433147,Taito Ward,2018-01-01,1.0714168415531697,0.8112947774054471
muni_time_Taito Ward_2019,0.1075673375780891,Taito Ward,2019-01-01,1.1135658430488582,0.8432107072845552
muni_time_Taito Ward_2020,0.05805796706579669,Taito Ward,2020-01-01,1.059776426059621,0.8024804598303608
muni_time_Taito Ward_2021,0.005244830452851942,Taito Ward,2021-01-01,1.0052586086536688,0.7611986553807731
muni_time_Taito Ward_2022,0.03767409333543294,Taito Ward,2022-01-01,1.0383927586055153,0.7862883886826441
muni_time_Taito Ward_2023,0.0579854467379048,Taito Ward,2023-01-01,1.0596995735124306,0.8024222657944378
muni_time_Taito Ward_2024,0.10889328162115436,Taito Ward,2024-01-01,1.1150433483732312,0.8443294990626597
muni_time_Taito Ward_2025,-0.030843740654739174,Taito Ward,2025-01-01,0.969627074530772,0.7342178609563133
muni_time_Toshima Ward_2005,0.25854931600536546,Toshima Ward,2005-01-01,1.2950500149715587,1.0
muni_time_Toshima Ward_2006,0.012063055240435026,Toshima Ward,2006-01-01,1.0121361073396133,0.7815420992538589
muni_time_Toshima Ward_2007,0.018225606028320827,Toshima Ward,2007-01-01,1.0183927060082993,0.7863732629898968
muni_time_Toshima Ward_2008,-0.014076233764336962,Toshima Ward,2008-01-01,0.9860223732003822,0.7613778323627423
muni_time_Toshima Ward_2009,0.03593761841927731,Toshima Ward,2009-01-01,1.0365911802775656,0.8004255961499145
muni_time_Toshima Ward_2010,0.006860291444943115,Toshima Ward,2010-01-01,1.0068838771483828,0.77748647967893
muni_time_Toshima Ward_2011,0.009921768381041578,Toshima Ward,2011-01-01,1.0099711523151347,0.7798703838764985
muni_time_Toshima Ward_2012,-0.009955429943518663,Toshima Ward,2012-01-01,0.9900939613095542,0.7645217944198843
muni_time_Toshima Ward_2013,-0.006757688537577361,Toshima Ward,2013-01-01,0.9932650932932165,0.7669704504154075
muni_time_Toshima Ward_2014,-0.002309298994464487,Toshima Ward,2014-01-01,0.9976933653851141,0.770389833482242
muni_time_Toshima Ward_2015,0.016914237965104623,Toshima Ward,2015-01-01,1.0170580936131233,0.785342714069201
muni_time_Toshima Ward_2016,0.03345035306041081,Toshima Ward,2016-01-01,1.034016106716742,0.7984371991528455
muni_time_Toshima Ward_2017,0.0449627426724966,Toshima Ward,2017-01-01,1.0459888884321538,0.807682233380867
muni_time_Toshima Ward_2018,0.023170087466858773,Toshima Ward,2018-01-01,1.0234405991631104,0.7902710994413499
muni_time_Toshima Ward_2019,0.011674904073094869,Toshima Ward,2019-01-01,1.0117433217630638,0.781238801642177
muni_time_Toshima Ward_2020,0.015987628939780243,Toshima Ward,2020-01-01,1.016116114894692,0.7846153454675706
muni_time_Toshima Ward_2021,0.036323829079695835,Toshima Ward,2021-01-01,1.036991600160121,0.8007347887509154
muni_time_Toshima Ward_2022,0.06171630638902155,Toshima Ward,2022-01-01,1.0636605482194075,0.821327775701981
muni_time_Toshima Ward_2023,0.03644112323330436,Toshima Ward,2023-01-01,1.0371132403458627,0.8008287157686642
muni_time_Toshima Ward_2024,0.04808740581074827,Toshima Ward,2024-01-01,1.0492623629440434,0.8102099153036084
muni_time_Toshima Ward_2025,0.07082259466060072,Toshima Ward,2025-01-01,1.073390783719836,0.82884118088938
"muni_time_Wakabayashi Ward, Sendai City_2006",-0.17124449362360777,"Wakabayashi Ward, Sendai City",2006-01-01,0.8426155341597424,1.0
"muni_time_Wakabayashi Ward, Sendai City_2007",-0.19805504812206456,"Wakabayashi Ward, Sendai City",2007-01-01,0.8203246945609762,0.973545657900795
"muni_time_Wakabayashi Ward, Sendai City_2008",-0.2605506122026422,"Wakabayashi Ward, Sendai City",2008-01-01,0.7706271522514259,0.9145655652075018
"muni_time_Wakabayashi Ward, Sendai City_2009",-0.22384341222906265,"Wakabayashi Ward, Sendai City",2009-01-01,0.7994403071445396,0.9487604663516472
"muni_time_Wakabayashi Ward, Sendai City_2010",-0.18388457907900502,"Wakabayashi Ward, Sendai City",2010-01-01,0.8320318321650911,0.9874394648975877
"muni_time_Wakabayashi Ward, Sendai City_2011",-0.11153239295735326,"Wakabayashi Ward, Sendai City",2011-01-01,0.8944624166510647,1.0615308885125458
"muni_time_Wakabayashi Ward, Sendai City_2012",-0.03362888838352218,"Wakabayashi Ward, Sendai City",2012-01-01,0.9669302771192343,1.1475343592893272
"muni_time_Wakabayashi Ward, Sendai City_2013",-0.24320954448258603,"Wakabayashi Ward, Sendai City",2013-01-01,0.7841071912200395,0.93056341763501
"muni_time_Wakabayashi Ward, Sendai City_2014",0.06654841354155581,"Wakabayashi Ward, Sendai City",2014-01-01,1.06881270783106,1.2684464794455539
"muni_time_Wakabayashi Ward, Sendai City_2015",0.0577816147765983,"Wakabayashi Ward, Sendai City",2015-01-01,1.0594835948823875,1.2573748666275257
"muni_time_Wakabayashi Ward, Sendai City_2016",0.03267561359915566,"Wakabayashi Ward, Sendai City",2016-01-01,1.0332153238743829,1.2262001850045487
"muni_time_Wakabayashi Ward, Sendai City_2017",-0.013705315888692726,"Wakabayashi Ward, Sendai City",2017-01-01,0.9863881743612882,1.1706266195826975
"muni_time_Wakabayashi Ward, Sendai City_2018",0.08806240865479076,"Wakabayashi Ward, Sendai City",2018-01-01,1.0920562736645445,1.2960314988181945
"muni_time_Wakabayashi Ward, Sendai City_2019",0.07347446939341551,"Wakabayashi Ward, Sendai City",2019-01-01,1.076241059234062,1.277262304815317
"muni_time_Wakabayashi Ward, Sendai City_2020",0.06682094489905638,"Wakabayashi Ward, Sendai City",2020-01-01,1.0691040325049905,1.2687922179966724
"muni_time_Wakabayashi Ward, Sendai City_2021",0.06331601942893136,"Wakabayashi Ward, Sendai City",2021-01-01,1.0653634615916374,1.264352979979202
"muni_time_Wakabayashi Ward, Sendai City_2022",0.05142823922779483,"Wakabayashi Ward, Sendai City",2022-01-01,1.0527736357323252,1.2494116154435162
"muni_time_Wakabayashi Ward, Sendai City_2023",0.037594754684081265,"Wakabayashi Ward, Sendai City",2023-01-01,1.0383103771925324,1.232246896834079
"muni_time_Wakabayashi Ward, Sendai City_2024",0.043159060656244946,"Wakabayashi Ward, Sendai City",2024-01-01,1.0441039575039137,1.2391226071390862
"muni_time_Wakabayashi Ward, Sendai City_2025",0.008290464033983924,"Wakabayashi Ward, Sendai City",2025-01-01,1.00832492509784,1.196660735792562
